CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0407/0006,F,30,IV,CIV:D;HIST:F;GEO:F;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0007,F,24,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:D;B-MATH:F,s0407
S0407/0008,F,30,IV,CIV:F;HIST:F;GEO:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0009,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0010,F,*E,*E,,s0407
S0407/0011,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0012,F,26,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0013,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0014,F,30,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0015,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0407
S0407/0016,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0017,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0018,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0019,F,30,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0020,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0407
S0407/0021,F,29,IV,CIV:F;HIST:D;GEO:D;KISW:F;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0022,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0023,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:C;BIO:F;B-MATH:F,s0407
S0407/0024,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0025,F,29,IV,CIV:F;HIST:F;GEO:C;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0026,F,22,III,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:F;CHEM:C;BIO:D;B-MATH:D,s0407
S0407/0027,F,32,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:C;BIO:F;B-MATH:F,s0407
S0407/0028,F,26,IV,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0407
S0407/0029,F,*E,*E,,s0407
S0407/0030,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0031,F,29,IV,CIV:F;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:F;BIO:F;B-MATH:F,s0407
S0407/0032,F,33,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0407
S0407/0033,F,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0034,F,32,IV,CIV:F;HIST:F;GEO:C;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0407
S0407/0035,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0036,F,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0037,F,31,IV,CIV:F;HIST:F;GEO:C;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0038,F,26,IV,CIV:D;HIST:F;GEO:D;KISW:B;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0407
S0407/0039,F,30,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0040,F,28,IV,CIV:C;HIST:F;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0041,F,27,IV,CIV:F;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0042,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0407
S0407/0043,F,25,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0044,F,25,III,CIV:D;HIST:D;GEO:C;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:D;B-MATH:C,s0407
S0407/0045,F,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0046,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0047,F,27,IV,CIV:D;HIST:F;GEO:C;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0048,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0407
S0407/0049,F,28,IV,CIV:D;HIST:F;GEO:D;KISW:B;ENGL:D;PHY:F;CHEM:D;BIO:F;B-MATH:F,s0407
S0407/0050,F,32,IV,CIV:F;HIST:D;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0051,F,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0052,F,32,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0053,F,25,III,CIV:D;HIST:F;GEO:C;KISW:B;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0054,F,28,IV,CIV:C;HIST:F;GEO:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0055,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:B;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0056,F,31,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0057,F,25,III,CIV:D;HIST:D;GEO:C;KISW:B;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0058,F,*E,*E,,s0407
S0407/0059,F,31,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0060,M,33,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0061,M,31,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0062,M,33,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0407
S0407/0063,M,31,IV,CIV:F;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0064,M,29,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0065,M,29,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0066,M,31,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0067,M,30,IV,CIV:D;HIST:F;GEO:F;KISW:B;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0068,M,25,III,CIV:F;HIST:D;GEO:C;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:D;B-MATH:F,s0407
S0407/0069,M,26,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:F;CHEM:C;BIO:D;B-MATH:F,s0407
S0407/0070,M,32,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0071,M,25,III,CIV:D;HIST:D;GEO:B;KISW:B;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0072,M,30,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0073,M,31,IV,CIV:F;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0074,M,27,IV,CIV:D;HIST:F;GEO:C;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0407
S0407/0075,M,19,II,CIV:B;HIST:C;GEO:B;KISW:B;ENGL:B;BIO:D;B-MATH:D,s0407
S0407/0076,M,*E,*E,,s0407
S0407/0077,M,29,IV,CIV:F;HIST:D;GEO:C;KISW:C;ENGL:F;BIO:D;B-MATH:F,s0407
S0407/0078,M,29,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0079,M,25,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:D,s0407
S0407/0080,M,29,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0081,M,26,IV,CIV:D;HIST:F;GEO:C;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:D,s0407
S0407/0082,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0083,M,31,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:F;PHY:X;CHEM:X;BIO:F;B-MATH:F,s0407
S0407/0084,M,23,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:F;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0407
S0407/0085,M,24,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:F;CHEM:C;BIO:D;B-MATH:D,s0407
S0407/0086,M,*E,*E,,s0407
S0407/0087,M,26,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:F;PHY:C;CHEM:C;BIO:D;B-MATH:D,s0407
S0407/0088,M,22,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:D;PHY:F;CHEM:C;BIO:F;B-MATH:C,s0407
S0407/0089,M,23,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:B;BIO:C;B-MATH:D,s0407
S0407/0090,M,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0091,M,28,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0092,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:X;CHEM:X;BIO:D;B-MATH:F,s0407
S0407/0093,M,26,IV,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0407
S0407/0094,M,13,I,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:B;PHY:A;CHEM:B;BIO:B;B-MATH:B,s0407
S0407/0095,M,31,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0096,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0407
S0407/0097,M,19,III,CIV:F;HIST:D;GEO:C;KISW:D;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0407
S0407/0098,M,26,IV,CIV:D;HIST:D;GEO:C;KISW:D;ENGL:D;PHY:C;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0099,M,21,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0407
S0407/0100,M,28,IV,CIV:C;HIST:D;GEO:C;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0101,M,22,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:F,s0407
S0407/0102,M,*W,*W,,s0407
S0407/0103,M,28,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0407
S0407/0104,M,24,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:F,s0407
S0407/0105,M,30,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0407
S0407/0106,M,26,IV,CIV:D;HIST:D;GEO:C;KISW:B;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0107,M,*E,*E,,s0407
S0407/0108,M,23,III,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;BIO:D;B-MATH:F,s0407
S0407/0109,M,24,III,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:B;BIO:B;B-MATH:D,s0407
S0407/0110,M,32,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:D;B-MATH:F,s0407
S0407/0111,M,13,I,CIV:C;HIST:C;GEO:B;KISW:B;ENGL:B;PHY:A;CHEM:A;BIO:B;B-MATH:C,s0407
S0407/0112,M,27,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0407
S0407/0113,M,31,IV,CIV:D;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:D;B-MATH:F,s0407
S0407/0114,M,32,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:D;B-MATH:F,s0407
S0407/0115,M,17,I,CIV:D;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:B;CHEM:C;BIO:C;B-MATH:C,s0407
S0407/0116,M,24,III,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0407
S0407/0117,M,20,II,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0407
S0407/0118,M,20,II,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:D,s0407
S0407/0119,M,22,III,CIV:D;HIST:D;GEO:B;KISW:C;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:F,s0407
S0407/0120,M,27,IV,CIV:D;HIST:D;GEO:C;KISW:B;ENGL:F;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0407
S0407/0121,M,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:F;BIO:D;B-MATH:F,s0407
S0407/0122,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0123,M,28,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0407
S0407/0124,M,*E,*E,,s0407
S0407/0125,M,19,II,CIV:C;HIST:D;GEO:B;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0407
S0407/0126,M,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0127,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0128,M,27,IV,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0129,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0407/0130,M,25,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0131,M,22,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:D,s0407
S0407/0132,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;PHY:F;CHEM:F;BIO:D;B-MATH:F,s0407
S0407/0133,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0407
S0407/0134,M,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0407
S0407/0135,M,*W,*W,,s0407
S0407/0136,M,25,III,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0407
S0407/0137,M,32,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0407
S0407/0138,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0407
S0407/0139,M,29,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0407
S0407/0140,M,22,III,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:F;CHEM:D;BIO:C;B-MATH:F,s0407
S0407/0141,M,19,II,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0407
S0407/0142,M,30,IV,CIV:C;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0407
S0409/0001,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0002,F,31,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0003,F,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0004,F,30,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:F;B-MATH:F,s0409
S0409/0005,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0006,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0409
S0409/0007,F,29,IV,CIV:C;HIST:D;GEO:F;KISW:D;ENGL:C;BIO:F;B-MATH:F,s0409
S0409/0008,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:D;CHEM:F;BIO:F;B-MATH:F,s0409
S0409/0009,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0010,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0409
S0409/0011,F,30,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:F;B-MATH:F,s0409
S0409/0012,F,25,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:F;B-MATH:D,s0409
S0409/0013,F,31,IV,CIV:F;HIST:F;GEO:C;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0014,F,28,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0015,F,32,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0016,F,27,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:F;CHEM:D;BIO:D;B-MATH:F,s0409
S0409/0017,F,32,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0018,F,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0019,F,29,IV,CIV:D;HIST:F;GEO:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0020,F,31,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:D;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0409
S0409/0021,F,30,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:D;CHEM:D;BIO:F;B-MATH:F,s0409
S0409/0022,F,33,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0409
S0409/0023,F,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:F;B-MATH:F,s0409
S0409/0024,F,29,IV,CIV:D;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0409
S0409/0025,F,32,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0026,F,31,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0409
S0409/0027,F,29,IV,CIV:D;HIST:F;GEO:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0028,F,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;CHEM:F;BIO:F;B-MATH:F,s0409
S0409/0029,F,30,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0030,M,26,IV,CIV:B;HIST:D;GEO:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0031,M,29,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:C;PHY:D;BIO:D;B-MATH:F,s0409
S0409/0032,M,30,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:F;CHEM:F;BIO:D;B-MATH:F,s0409
S0409/0033,M,28,IV,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0034,M,20,III,CIV:B;HIST:C;GEO:B;KISW:B;ENGL:C;BIO:C;B-MATH:F,s0409
S0409/0035,M,28,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:F;B-MATH:F,s0409
S0409/0036,M,32,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0037,M,19,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:B;CHEM:C;BIO:D;B-MATH:D,s0409
S0409/0038,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0039,M,26,IV,CIV:D;HIST:C;GEO:C;KISW:D;ENGL:D;BIO:D;B-MATH:D,s0409
S0409/0040,M,27,IV,CIV:D;HIST:D;GEO:C;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0041,M,26,IV,CIV:F;HIST:D;GEO:C;KISW:D;ENGL:D;PHY:C;CHEM:D;BIO:D;B-MATH:D,s0409
S0409/0042,M,26,IV,CIV:C;HIST:F;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0043,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;CHEM:X;BIO:X;B-MATH:X,s0409
S0409/0044,M,23,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;BIO:D;B-MATH:F,s0409
S0409/0045,M,28,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0046,M,26,IV,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:D;PHY:D;BIO:D;B-MATH:D,s0409
S0409/0047,M,32,IV,CIV:F;HIST:F;GEO:C;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0048,M,27,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0049,M,32,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0409
S0409/0050,M,25,III,CIV:F;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:B;BIO:D;B-MATH:F,s0409
S0409/0051,M,28,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0409
S0409/0052,M,26,IV,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0053,M,30,IV,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0054,M,31,IV,CIV:F;HIST:F;GEO:D;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0055,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0056,M,31,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0057,M,34,FLD,CIV:F;HIST:D;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0409
S0409/0058,M,31,IV,CIV:D;HIST:D;GEO:D;KISW:F;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0059,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0409
S0409/0060,M,23,III,CIV:D;HIST:D;GEO:D;KISW:F;ENGL:B;PHY:C;CHEM:D;BIO:C;B-MATH:C,s0409
S0409/0061,M,29,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:D;CHEM:D;BIO:D;B-MATH:F,s0409
S0409/0062,M,24,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0063,M,19,II,CIV:C;HIST:C;GEO:B;KISW:C;ENGL:C;PHY:B;CHEM:C;BIO:C;B-MATH:C,s0409
S0409/0064,M,26,IV,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0065,M,25,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0409
S0409/0066,M,31,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;PHY:D;CHEM:F;BIO:F;B-MATH:D,s0409
S0409/0067,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0409
S0409/0068,M,18,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:C;B-MATH:B,s0409
S0409/0069,M,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:D;CHEM:F;BIO:F;B-MATH:F,s0409
S0409/0070,M,25,III,CIV:D;HIST:D;GEO:C;KISW:C;ENGL:F;PHY:C;CHEM:D;BIO:D;B-MATH:F,s0409
S0409/0071,M,30,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0409
S0409/0072,M,16,I,CIV:B;HIST:C;GEO:B;KISW:C;ENGL:D;PHY:B;CHEM:B;BIO:B;B-MATH:C,s0409
S0409/0073,M,30,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:F;PHY:D;CHEM:D;BIO:F;B-MATH:F,s0409
S0410/0001,F,31,IV,CIV:F;GEO:F;E-D-KIISLAMU:F;KISW:D;ENGL:F;PHY:F;CHEM:C;BIO:D;B-MATH:F,s0410
S0410/0002,F,30,IV,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:F;KISW:D;ENGL:F;ARABIC:C;BIO:D;B-MATH:F,s0410
