CNO,SEX,AGGT,DIV,DETAILED-SUBJECTS,center_id
S0101/0200,M,29,IV,CIV:D;HIST:F;GEO:D;KISW:D;ENGL:F;PHY:D;CHEM:D;BIO:D;B-MATH:F,s0101
S0101/0201,M,25,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0202,M,31,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:D,s0101
S0101/0203,M,18,II,CIV:D;HIST:B;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0204,M,26,IV,CIV:C;HIST:D;GEO:F;KISW:C;ENGL:C;BIO:D;B-MATH:D,s0101
S0101/0205,M,16,I,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:A;CHEM:C;BIO:B;B-MATH:B,s0101
S0101/0206,M,*E,*E,,s0101
S0101/0207,M,22,III,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:D;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0101
S0101/0208,M,26,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:D;B-MATH:D,s0101
S0101/0209,M,23,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:B;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0210,M,19,II,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:A,s0101
S0101/0211,M,19,II,CIV:C;HIST:B;GEO:D;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:C,s0101
S0101/0212,M,33,IV,CIV:D;HIST:D;GEO:F;B-KNOWL:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0213,M,16,I,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0214,M,*E,*E,,s0101
S0101/0215,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0101
S0101/0216,M,32,IV,CIV:D;HIST:D;GEO:F;KISW:F;ENGL:D;BIO:F;B-MATH:F,s0101
S0101/0217,M,17,I,CIV:D;HIST:D;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:C;PHY:A;CHEM:B;BIO:B;B-MATH:C,s0101
S0101/0218,M,19,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:A,s0101
S0101/0219,M,23,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0101
S0101/0220,M,19,II,CIV:B;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:B;B-MATH:C,s0101
S0101/0221,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0101
S0101/0222,M,26,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;BIO:C;B-MATH:D,s0101
S0101/0223,M,34,FLD,CIV:F;HIST:D;GEO:F;E-D-KIISLAMU:X;F.ART:X;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0224,M,34,FLD,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0225,M,19,II,CIV:C;HIST:B;GEO:D;B-KNOWL:C;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:B,s0101
S0101/0226,M,16,I,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:X;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0227,M,*E,*E,,s0101
S0101/0228,M,21,II,CIV:C;HIST:B;GEO:D;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0229,M,-,-,CIV:D;HIST:I;GEO:I;KISW:I;ENGL:I;BIO:I;B-MATH:I,s0101
S0101/0230,M,29,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0231,M,27,IV,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0232,M,13,I,CIV:C;HIST:B;GEO:B;KISW:B;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0233,M,*E,*E,,s0101
S0101/0234,M,29,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0235,M,24,III,CIV:D;HIST:D;GEO:D;F.ART:C;KISW:C;ENGL:C;BIO:C;B-MATH:F,s0101
S0101/0236,M,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;BIO:C;B-MATH:C,s0101
S0101/0237,M,34,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:D;B-MATH:F,s0101
S0101/0239,M,14,I,CIV:C;HIST:C;GEO:C;F.ART:C;KISW:C;ENGL:C;PHY:A;CHEM:A;BIO:B;B-MATH:A,s0101
S0101/0240,M,18,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0241,M,17,I,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:B;PHY:B;CHEM:B;BIO:C;B-MATH:B,s0101
S0101/0242,M,27,IV,CIV:C;HIST:F;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:D;B-MATH:D,s0101
S0101/0243,M,16,I,CIV:D;HIST:D;GEO:B;KISW:C;ENGL:C;PHY:B;CHEM:A;BIO:C;B-MATH:B;ADD;MATH:D,s0101
S0101/0244,M,21,II,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0245,M,12,I,CIV:C;HIST:B;GEO:C;KISW:C;ENGL:B;FREN:B;PHY:A;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0246,M,32,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0101
S0101/0247,M,21,II,CIV:A;HIST:C;GEO:D;B-KNOWL:X;KISW:C;ENGL:C;PHY:X;CHEM:X;BIO:C;B-MATH:D,s0101
S0101/0248,M,19,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:D;PHY:B;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0249,M,28,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:D;BIO:D;B-MATH:D,s0101
S0101/0250,M,14,I,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:A;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0251,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;CHEM:X;BIO:C;B-MATH:F,s0101
S0101/0252,M,*E,*E,,s0101
S0101/0253,M,17,I,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:D,s0101
S0101/0254,M,15,I,CIV:B;HIST:B;GEO:D;KISW:C;ENGL:A;PHY:C;CHEM:D;BIO:A;B-MATH:C,s0101
S0101/0255,M,26,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:D;B-MATH:C,s0101
S0101/0256,M,*E,*E,,s0101
S0101/0257,M,15,I,CIV:B;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:A;ADD;MATH:C,s0101
S0101/0258,M,35,FLD,CIV:F;HIST:F;GEO:F;F.ART:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0259,M,25,III,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:X;B-MATH:C,s0101
S0101/0260,M,18,II,CIV:C;HIST:C;GEO:B;E-D-KIISLAMU:C;KISW:C;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0101
S0101/0261,M,25,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0262,M,-,ABS,CIV:X;HIST:X;GEO:X;KISW:X;ENGL:X;BIO:X;B-MATH:X,s0101
S0101/0263,M,25,III,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0264,M,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0265,M,*E,*E,,s0101
S0101/0266,M,27,IV,CIV:D;HIST:D;GEO:D;B-KNOWL:F;KISW:C;ENGL:D;BIO:D;B-MATH:D,s0101
S0101/0267,M,28,IV,CIV:D;HIST:D;GEO:C;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0268,M,18,II,CIV:C;HIST:C;GEO:D;B-KNOWL:C;KISW:B;ENGL:C;PHY:B;CHEM:B;BIO:C;B-MATH:C,s0101
S0101/0269,M,23,III,CIV:D;HIST:C;GEO:D;KISW:F;ENGL:D;PHY:B;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0270,M,9,I,CIV:C;HIST:B;GEO:A;KISW:B;ENGL:C;PHY:A;CHEM:A;BIO:A;B-MATH:A,s0101
S0101/0271,M,25,III,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:C;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0272,M,19,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:D;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0273,M,20,II,CIV:B;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:B,s0101
S0101/0274,M,32,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:D;BIO:F;B-MATH:F,s0101
S0101/0275,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0276,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0101
S0101/0277,M,27,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;PHY:D;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0278,M,17,I,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;FREN:A;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0101
S0101/0279,M,17,I,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0101
S0101/0280,M,17,I,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0281,M,24,III,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:C;CHEM:D;BIO:B;B-MATH:D,s0101
S0101/0282,M,19,II,CIV:C;HIST:D;GEO:C;KISW:D;ENGL:C;PHY:C;CHEM:C;BIO:B;B-MATH:B,s0101
S0101/0283,M,34,FLD,CIV:F;HIST:F;GEO:F;B-KNOWL:F;KISW:F;ENGL:D;BIO:F;B-MATH:F,s0101
S0101/0284,M,*E,*E,,s0101
S0101/0285,M,12,I,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:B;PHY:A;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0286,M,21,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0287,M,32,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0101
S0101/0288,M,26,IV,CIV:C;HIST:B;GEO:D;KISW:D;ENGL:C;BIO:F;B-MATH:F,s0101
S0101/0289,M,20,II,CIV:C;HIST:D;GEO:D;F.ART:C;KISW:B;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0290,M,*E,*E,,s0101
S0101/0291,M,22,III,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:C;PHY:D;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0292,M,22,III,CIV:C;HIST:D;GEO:D;F.ART:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0293,M,27,IV,CIV:C;HIST:F;GEO:F;KISW:C;ENGL:D;PHY:F;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0294,M,21,II,CIV:B;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0295,M,20,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:C;PHY:B;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0296,M,27,IV,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0297,M,*E,*E,,s0101
S0101/0298,M,23,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:D,s0101
S0101/0299,M,18,II,CIV:C;HIST:D;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:C,s0101
S0101/0300,M,19,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:C;PHY:B;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0301,M,18,II,CIV:C;HIST:C;GEO:B;KISW:D;ENGL:C;BIO:B;B-MATH:A,s0101
S0101/0302,M,17,I,CIV:D;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:C;B-MATH:A,s0101
S0101/0303,M,28,IV,CIV:D;HIST:D;GEO:F;KISW:C;ENGL:C;BIO:D;B-MATH:F,s0101
S0101/0304,M,10,I,CIV:A;HIST:B;GEO:C;KISW:B;ENGL:B;FREN:X;PHY:A;CHEM:A;BIO:A;B-MATH:B,s0101
S0101/0305,M,16,I,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0306,M,18,II,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:B;PHY:C;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0307,M,15,I,CIV:B;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:A;CHEM:B;BIO:C;B-MATH:B,s0101
S0101/0308,M,27,IV,CIV:C;HIST:C;GEO:F;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0101
S0101/0309,M,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0310,M,24,III,CIV:D;HIST:C;GEO:D;KISW:B;ENGL:C;BIO:D;B-MATH:D,s0101
S0101/0311,M,20,III,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:B;B-MATH:F,s0101
S0101/0312,M,19,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:B;BIO:C;B-MATH:B,s0101
S0101/0313,M,23,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:C;CHEM:C;BIO:D;B-MATH:C,s0101
S0101/0315,M,25,III,CIV:D;HIST:X;GEO:D;KISW:D;ENGL:F;PHY:C;CHEM:C;BIO:D;B-MATH:C;ADD;MATH:F,s0101
S0101/0316,M,23,III,CIV:C;HIST:D;GEO:F;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0317,M,22,III,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0318,M,27,IV,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:D;CHEM:D;BIO:D;B-MATH:F,s0101
S0101/0319,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0101
S0101/0320,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:D;BIO:C;B-MATH:F,s0101
S0101/0321,M,28,IV,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:F;PHY:F;CHEM:D;BIO:D;B-MATH:D,s0101
S0101/0323,M,17,I,CIV:C;HIST:C;GEO:C;KISW:B;ENGL:C;PHY:A;CHEM:B;BIO:C;B-MATH:C,s0101
S0101/0324,M,*E,*E,,s0101
S0101/0325,M,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0326,M,28,IV,CIV:F;HIST:D;GEO:C;E-D-KIISLAMU:D;KISW:D;ENGL:F;BIO:D;B-MATH:D,s0101
S0101/0327,M,23,III,CIV:D;HIST:C;GEO:C;E-D-KIISLAMU:C;KISW:C;ENGL:D;PHY:D;CHEM:C;BIO:D;B-MATH:D,s0101
S0101/0328,M,26,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:C;BIO:C;B-MATH:F,s0101
S0101/0329,M,*E,*E,,s0101
S0101/0330,M,17,I,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:A;CHEM:B;BIO:C;B-MATH:B,s0101
S0101/0331,M,25,III,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:D;CHEM:D;BIO:C;B-MATH:D,s0101
S0101/0332,M,12,I,CIV:B;HIST:B;GEO:C;KISW:C;ENGL:B;PHY:B;CHEM:A;BIO:B;B-MATH:A,s0101
S0101/0333,M,18,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:C,s0101
S0101/0334,M,11,I,CIV:B;HIST:B;GEO:B;KISW:B;ENGL:B;PHY:A;CHEM:B;BIO:A;B-MATH:A,s0101
S0101/0335,M,23,III,CIV:C;HIST:B;GEO:D;KISW:C;ENGL:D;CHEM:D;BIO:C;B-MATH:F,s0101
S0101/0336,M,28,IV,CIV:F;HIST:D;GEO:D;E-D-KIISLAMU:F;KISW:D;ENGL:D;PHY:D;CHEM:F;BIO:D;B-MATH:D,s0101
S0101/0337,M,25,III,CIV:D;HIST:C;GEO:C;E-D-KIISLAMU:D;KISW:D;ENGL:C;PHY:D;CHEM:D;BIO:D;B-MATH:D,s0101
S0101/0338,M,19,II,CIV:C;HIST:B;GEO:F;KISW:C;ENGL:B;PHY:C;CHEM:D;BIO:B;B-MATH:D,s0101
S0101/0339,M,20,II,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:C;PHY:B;CHEM:C;BIO:B;COMP;STUD:D;B-MATH:B,s0101
S0101/0340,M,19,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:B;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0341,M,32,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:F;B-MATH:F,s0101
S0101/0342,M,25,III,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:D;PHY:C;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0343,M,23,III,CIV:D;HIST:D;GEO:D;KISW:B;ENGL:D;PHY:C;CHEM:D;BIO:C;B-MATH:C,s0101
S0101/0344,M,28,IV,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:X;CHEM:X;BIO:C;B-MATH:D,s0101
S0101/0345,M,21,II,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:C;CHEM:D;BIO:B;B-MATH:C,s0101
S0101/0346,M,19,II,CIV:C;HIST:D;GEO:D;KISW:B;ENGL:D;PHY:B;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0347,M,15,I,CIV:D;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:A;B-MATH:A,s0101
S0101/0348,M,29,IV,CIV:C;HIST:D;GEO:F;KISW:F;ENGL:D;BIO:D;B-MATH:D,s0101
S0101/0349,M,18,II,CIV:B;HIST:B;GEO:C;KISW:C;ENGL:C;BIO:B;B-MATH:C,s0101
S0101/0350,M,18,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:B;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0101
S0101/0351,M,18,II,CIV:C;HIST:C;GEO:C;F.ART:C;KISW:D;ENGL:B;PHY:C;CHEM:D;BIO:B;B-MATH:B,s0101
S0101/0352,M,24,III,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:C;BIO:D;B-MATH:D,s0101
S0101/0353,M,16,I,CIV:D;HIST:C;GEO:D;KISW:D;ENGL:C;PHY:A;CHEM:B;BIO:B;B-MATH:A,s0101
S0101/0354,M,32,IV,CIV:F;HIST:F;GEO:D;KISW:D;ENGL:F;BIO:F;B-MATH:D,s0101
S0101/0355,M,25,III,CIV:C;HIST:D;GEO:F;E-D-KIISLAMU:B;KISW:D;ENGL:C;BIO:D;B-MATH:F,s0101
S0101/0356,M,21,II,CIV:D;HIST:D;GEO:D;KISW:D;ENGL:C;PHY:C;CHEM:B;BIO:C;B-MATH:B,s0101
S0101/0357,M,9,I,CIV:C;HIST:B;GEO:A;KISW:B;ENGL:B;FREN:C;PHY:A;CHEM:A;BIO:A;B-MATH:A,s0101
S0101/0358,M,16,I,CIV:D;HIST:C;GEO:D;KISW:C;ENGL:C;PHY:A;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0359,M,16,I,CIV:C;HIST:D;GEO:C;KISW:B;ENGL:C;PHY:A;CHEM:C;BIO:B;B-MATH:B,s0101
S0101/0360,M,32,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0101
S0101/0361,M,30,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0362,M,23,III,CIV:C;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0363,M,28,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:D;B-MATH:C,s0101
S0101/0364,M,24,III,CIV:C;HIST:C;GEO:D;B-KNOWL:X;KISW:D;ENGL:D;PHY:D;CHEM:C;BIO:C;B-MATH:F,s0101
S0101/0365,M,10,I,CIV:B;HIST:B;GEO:C;KISW:D;ENGL:B;PHY:A;CHEM:A;BIO:A;B-MATH:A,s0101
S0101/0366,M,17,I,CIV:C;HIST:B;GEO:C;KISW:B;ENGL:C;PHY:B;CHEM:B;BIO:C;B-MATH:C,s0101
S0101/0367,M,32,IV,CIV:F;HIST:D;GEO:F;KISW:D;ENGL:F;BIO:D;B-MATH:F,s0101
S0101/0368,M,34,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:D;B-MATH:F,s0101
S0101/0369,M,17,I,CIV:C;HIST:B;GEO:D;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:C,s0101
S0101/0370,M,26,IV,CIV:C;HIST:F;GEO:F;KISW:C;ENGL:C;PHY:D;CHEM:X;BIO:D;B-MATH:D,s0101
S0101/0371,M,31,IV,CIV:F;HIST:D;GEO:F;F.ART:D;KISW:C;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0372,M,34,FLD,CIV:F;HIST:D;GEO:F;KISW:F;ENGL:F;FREN:F;PHY:F;CHEM:F;BIO:F;B-MATH:F,s0101
S0101/0373,M,24,III,CIV:C;HIST:C;GEO:D;F.ART:D;KISW:D;ENGL:C;BIO:C;B-MATH:F,s0101
S0101/0374,M,17,I,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0375,M,*E,*E,,s0101
S0101/0376,M,30,IV,CIV:D;HIST:D;GEO:F;KISW:F;ENGL:C;BIO:D;B-MATH:F,s0101
S0101/0377,M,26,IV,CIV:D;HIST:D;GEO:D;KISW:C;ENGL:D;PHY:D;CHEM:F;BIO:F;B-MATH:C,s0101
S0101/0378,M,*E,*E,,s0101
S0101/0379,M,22,III,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:D;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0380,M,18,II,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:B;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0381,M,21,II,CIV:C;HIST:D;GEO:D;KISW:C;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:C,s0101
S0101/0382,M,20,II,CIV:C;HIST:C;GEO:C;KISW:D;ENGL:C;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0383,M,16,I,CIV:B;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:A;CHEM:C;BIO:C;B-MATH:B,s0101
S0101/0384,M,18,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:B;PHY:B;CHEM:F;BIO:C;B-MATH:B,s0101
S0101/0385,M,24,III,CIV:C;HIST:C;GEO:C;E-D-KIISLAMU:X;KISW:D;ENGL:C;BIO:D;B-MATH:D,s0101
S0101/0386,M,21,II,CIV:D;HIST:C;GEO:D;E-D-KIISLAMU:D;KISW:D;ENGL:C;PHY:B;CHEM:C;BIO:B;B-MATH:D,s0101
S0101/0387,M,19,II,CIV:C;HIST:C;GEO:C;KISW:C;ENGL:C;PHY:B;CHEM:B;BIO:C;B-MATH:C,s0101
S0101/0388,M,29,IV,CIV:D;HIST:F;GEO:F;KISW:D;ENGL:C;PHY:F;CHEM:F;BIO:C;B-MATH:F,s0101
S0101/0389,M,19,II,CIV:C;HIST:D;GEO:C;B-KNOWL:D;KISW:C;ENGL:C;PHY:B;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0390,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0391,M,23,III,CIV:D;HIST:D;GEO:D;KISW:F;ENGL:D;PHY:B;CHEM:C;BIO:B;B-MATH:D,s0101
S0101/0392,M,22,III,CIV:D;HIST:C;GEO:D;KISW:B;ENGL:C;BIO:B;B-MATH:D,s0101
S0101/0393,M,*E,*E,,s0101
S0101/0394,M,20,II,CIV:C;HIST:C;GEO:D;KISW:B;ENGL:C;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0395,M,19,II,CIV:C;HIST:C;GEO:D;KISW:C;ENGL:B;PHY:C;CHEM:C;BIO:B;B-MATH:C,s0101
S0101/0396,M,10,I,CIV:B;HIST:B;GEO:C;KISW:B;ENGL:A;PHY:B;CHEM:A;BIO:A;B-MATH:A,s0101
S0101/0397,M,20,III,CIV:C;HIST:C;GEO:D;F.ART:B;KISW:C;ENGL:B;BIO:C;B-MATH:F,s0101
S0101/0398,M,33,IV,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:D;BIO:D;B-MATH:F,s0101
S0101/0399,M,13,I,CIV:C;HIST:B;GEO:C;KISW:C;ENGL:B;PHY:A;CHEM:B;BIO:B;B-MATH:A;ADD;MATH:C,s0101
S0101/0400,M,25,III,CIV:F;HIST:D;GEO:D;KISW:D;ENGL:D;PHY:C;CHEM:C;BIO:C;B-MATH:D,s0101
S0101/0401,M,*E,*E,,s0101
S0101/0402,M,17,I,CIV:C;HIST:D;GEO:D;E-D-KIISLAMU:C;KISW:B;ENGL:C;PHY:C;CHEM:B;BIO:B;B-MATH:B,s0101
S0101/0404,M,29,IV,CIV:D;HIST:D;GEO:F;KISW:D;ENGL:D;BIO:C;B-MATH:F,s0101
S0101/0405,M,35,FLD,CIV:F;HIST:F;GEO:F;KISW:F;ENGL:F;BIO:F;B-MATH:F,s0101
S0101/0406,M,*E,*E,,s0101
